1, Liam Smith, M, 28, USA, Boston, 02:23:45
2893, Kaelen Webb, M, 2770, France, Mauguio, 02:00:39
2894, Jaylani Simpson, F, 2746, Australia, Shepparton, 02:26:25
2895, Kole Tucker, M, 2772, Spain, Arrecife, 02:25:43
2896, Saylor Porter, F, 2748, Italy, Lamezia Terme, 02:51:30
2897, Karsen Hicks, M, 2774, USA, Riverside, 02:50:48
2898, Ayleen Crawford, F, 2750, Mexico, Tepic, 03:16:36
2899, Kaelen Henry, M, 2776, UK, Gosport, 03:15:54
2900, Milana Boyd, F, 2752, Canada, Timmins, 03:41:43
2901, Kole Mason, M, 2778, Germany, Haren, 03:41:01
2902, Jaylee Morales, F, 2754, France, Saint-Sebastien-sur-Loire, 04:06:51
2903, Kason Kennedy, M, 2780, Australia, Whyalla, 04:06:09
2904, Amira Butler, F, 2756, Spain, Castelldefels, 04:32:00
2905, Kaelen Bell, M, 2782, Italy, Guidonia, 04:31:18
2906, Alison Dixon, F, 2758, USA, Newark, 04:57:10
2907, Kole Fisher, M, 2784, Mexico, Ciudad Valles, 04:56:28
2908, Emelia Reyes, F, 2760, UK, Scunthorpe, 05:22:21
2909, Karsen Ellis, M, 2786, Canada, Summerside, 05:21:39
2910, Jayleen Edwards, F, 2762, Germany, Schwabisch Hall, 05:47:33
2911, Kaelen Collins, M, 2788, France, Orvault, 05:46:51
2912, Zariyah Richardson, F, 2764, Australia, Gladstone, 06:12:46
2913, Kole Stewart, M, 2790, Spain, Silla, 06:12:04
2914, Raegan Morris, F, 2766, Italy, Casarano, 06:38:00
2915, Kason Rogers, M, 2792, USA, Toledo, 06:37:18
2916, Maren Reed, F, 2768, Mexico, Tula, 07:03:15
2917, Kaelen Cook, M, 2794, UK, Ellesmere Port, 07:02:33
2918, Aya Morgan, F, 2770, Canada, Corner Brook, 07:28:31
2919, Kole Bell, M, 2796, Germany, Geesthacht, 07:27:49
2920, Brynlee Murphy, F, 2772, France, Vienne, 07:53:48
2921, Karsen Bailey, M, 2798, Australia, Devonport, 07:53:06
2922, Ensley Rivera, F, 2774, Spain, Barbera, 08:19:06
2923, Kaelen Cooper, M, 2800, Italy, Crotone, 08:18:24
2924, Amira Cox, F, 2776, USA, Chula Vista, 08:44:25
2925, Kole Howard, M, 2802, Mexico, Ciudad Obregon, 08:43:43
2926, Novah Ward, F, 2778, UK, Rotherham, 09:09:45
2927, Kason Torres, M, 2804, Canada, Stratford, 09:09:03
2928, Miah Peterson, F, 2780, Germany, Beckum, 09:35:06
2929, Kaelen Gray, M, 2806, France, Mauguio, 09:34:24
2930, Mckinley Ramirez, F, 2782, Australia, Burnie, 10:00:28
2931, Kole James, M, 2808, Spain, Olesa, 09:59:46
2932, Alisson Watson, F, 2784, Italy, Pomezia, 10:25:51
2933, Karsen Brooks, M, 2810, USA, Lubbock, 10:25:09
2934, Emberlynn Kelly, F, 2786, Mexico, Tehuacan, 10:51:15
2935, Kaelen Sanders, M, 2812, UK, Lowestoft, 10:50:33
2936, Maren Price, F, 2788, Canada, Yorkton, 11:16:40
2937, Kole Bennett, M, 2814, Germany, Lunen, 11:15:58
2938, Amirah Wood, F, 2790, France, Mont-de-Marsan, 11:42:06
2939, Kason Barnes, M, 2816, Australia, Warrnambool, 11:41:24
2940, Aya Ross, F, 2792, Spain, Aranjuez, 12:07:33
2941, Kaelen Henderson, M, 2818, Italy, Corigliano, 12:06:51
2942, Jayla Coleman, F, 2794, USA, Bakersfield, 12:33:01
2943, Kole Jenkins, M, 2820, Mexico, Ciudad Madero, 12:32:19
2944, Ayleen Jenkins, F, 2796, UK, Rhyl, 12:58:30
2945, Karsen Long, M, 2822, Canada, Drummondville, 12:57:48
2946, Gracelynn Perry, F, 2798, Germany, Rendsburg, 13:24:00
2947, Kaelen Hughes, M, 2824, France, Saint-Dizier, 13:23:18
2948, Raegan Patterson, F, 2800, Australia, Mount Barker, 13:49:31
2949, Kole Washington, M, 2826, Spain, Siero, 13:48:49
2950, Kenna Flores, F, 2802, Italy, Cava de' Tirreni, 14:15:03
2951, Karsen Simmons, M, 2828, USA, Spokane, 14:14:21
2952, Emery Butler, F, 2804, Mexico, Teziutlan, 14:40:36
2953, Kaelen Gonzales, M, 2830, UK, Macclesfield, 14:39:54
2954, Maliyah Foster, F, 2806, Canada, Moose Jaw, 15:06:10
2955, Kole Alexander, M, 2832, Germany, Illertissen, 15:05:28
2956, Miah Bryant, F, 2808, France, Vienne, 15:31:45
2957, Kason Griffin, M, 2834, Australia, Burnie, 15:31:03
2958, Kenzie Russell, F, 2810, Spain, San Fernando, 15:57:21
2959, Kaelen Diaz, M, 2836, Italy, Afragola, 15:56:39
2960, Lylah Hayes, F, 2812, USA, Garland, 16:22:58
2961, Kole Ford, M, 2838, Mexico, Ciudad Guzman, 16:22:16
2962, Alora Hamilton, F, 2814, UK, Gillingham, 16:48:36
2963, Karsen Graham, M, 2840, Canada, Portage la Prairie, 16:47:54
2964, Briar Sullivan, F, 2816, Germany, Rottweil, 17:14:15
2965, Kaelen Wallace, M, 2842, France, Montelimar, 17:13:33
2966, Mckenna Woods, F, 2818, Australia, Devonport, 17:39:55
2967, Kole Cole, M, 2844, Spain, Torrent, 17:39:13
2968, Emberlynn Murray, F, 2820, Italy, Casarano, 18:05:36
2969, Kason Freeman, M, 2846, USA, Norfolk, 18:04:54
2970, Nia Wells, F, 2822, Mexico, Tula, 18:31:18
2971, Kaelen Webb, M, 2848, UK, Bridgend, 18:30:36
2972, Jaylani Simpson, F, 2824, Canada, New Glasgow, 18:57:01
2973, Kole Tucker, M, 2850, Germany, Rheda-Wiedenbruck, 18:56:19
2974, Saylor Porter, F, 2826, France, Mont-de-Marsan, 19:22:45
2975, Karsen Hicks, M, 2852, Australia, Karratha, 19:22:03
2976, Ayleen Crawford, F, 2828, Spain, Sant Just Desvern, 19:48:30
2977, Kaelen Henry, M, 2854, Italy, Pomezia, 19:47:48
2978, Milana Boyd, F, 2830, USA, Lubbock, 20:14:16
2979, Kole Mason, M, 2856, Mexico, Tehuacan, 20:13:34
2980, Jaylee Morales, F, 2832, UK, Lowestoft, 20:40:03
2981, Kason Kennedy, M, 2858, Canada, Stratford, 20:39:21
2982, Amira Butler, F, 2834, Germany, Beckum, 21:05:51
2983, Kaelen Bell, M, 2860, France, Mauguio, 21:05:09
2984, Alison Dixon, F, 2836, Australia, Shepparton, 21:31:40
2985, Kole Fisher, M, 2862, Spain, Arrecife, 21:30:58
2986, Emelia Reyes, F, 2838, Italy, Lamezia Terme, 21:57:30
2987, Karsen Ellis, M, 2864, USA, Riverside, 21:56:48
2988, Jayleen Edwards, F, 2840, Mexico, Tepic, 22:23:21
2989, Kaelen Collins, M, 2866, UK, Gosport, 22:22:39
2990, Zariyah Richardson, F, 2842, Canada, Timmins, 22:49:13
2991, Kole Stewart, M, 2868, Germany, Haren, 22:48:31
2992, Raegan Morris, F, 2844, France, Saint-Sebastien-sur-Loire, 23:15:06
2993, Kason Rogers, M, 2870, Australia, Whyalla, 23:14:24
2994, Maren Reed, F, 2846, Spain, Castelldefels, 23:41:00
2995, Kaelen Cook, M, 2872, Italy, Guidonia, 23:40:18
2996, Aya Morgan, F, 2848, USA, Newark, 00:06:55
2997, Kole Bell, M, 2874, Mexico, Ciudad Valles, 00:06:13
2998, Brynlee Murphy, F, 2850, UK, Scunthorpe, 00:32:51
2999, Karsen Bailey, M, 2876, Canada, Summerside, 00:32:09
3000, Ensley Rivera, F, 2852, Germany, Schwabisch Hall, 00:58:48
